"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"AEM1BN-COA - Estatística Aplicada";"4";"7";"21";"Prova Objetiva";" - "
"AEM1BN-COA - Estatística Aplicada";"5";"1";"27";"Prova Objetiva";" - "
"AEM1BN-COA - Estatística Aplicada";"6";"6";"22";"Prova Objetiva";" - "
"AEM1BN-COA - Estatística Aplicada";"7";"3";"25";"Prova Objetiva";" - "
"AEM1BN-COA - Estatística Aplicada";"8";"21";"7";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"2";"0";"0";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"3";"0";"0";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"4";"0";"0";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"5";"0";"0";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"6";"0";"0";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"7";"0";"0";"Prova Objetiva";" - "
"AEM1AN-COA - Leitura e Produção de Textos";"8";"0";"0";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"2";"28";"3";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"3";"8";"23";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"4";"23";"8";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"5";"19";"12";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"6";"16";"15";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"7";"21";"10";"Prova Objetiva";" - "
"AEM1BN-COA - Macroeconomia";"8";"0";"31";"Prova Objetiva";" - "
