"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"6";"3";"9";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"7";"6";"6";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"8";"6";"6";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"1";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"2";"0";"9";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"3";"1";"8";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"4";"5";"4";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"5";"8";"1";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"6";"1";"8";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"7";"4";"5";"Prova Objetiva";" - "
"ENE1AN-RJB - Algorítimos e Lógica de Programação";"8";"3";"6";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"1";"5";"8";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"2";"0";"13";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"3";"1";"12";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"4";"7";"6";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"5";"9";"4";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"6";"3";"10";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"7";"6";"7";"Prova Objetiva";" - "
"ENQ1AN-RJA - Algorítimos e Lógica de Programação";"8";"6";"7";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"1";"2";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"2";"2";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"3";"1";"11";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"4";"3";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"5";"8";"4";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"6";"3";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"7";"5";"7";"Prova Objetiva";" - "
"EPR1AN-RJA - Algorítimos e Lógica de Programação";"8";"9";"3";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"1";"3";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"2";"2";"7";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"3";"2";"7";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"4";"6";"3";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"5";"8";"1";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"6";"3";"6";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"7";"4";"5";"Prova Objetiva";" - "
"EGM1AN-BRA - Algorítimos e Lógica de Programação";"8";"3";"6";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"1";"4";"4";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"2";"1";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"3";"5";"3";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"4";"6";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"5";"6";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"6";"6";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"7";"7";"1";"Prova Objetiva";" - "
"EGM1AN-BRB - Algorítimos e Lógica de Programação";"8";"3";"5";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"1";"3";"5";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"2";"4";"4";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"3";"4";"4";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"4";"4";"4";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"5";"0";"8";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"6";"3";"5";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"7";"2";"6";"Prova Objetiva";" - "
"ENC1AN-BRC - Quimica Geral ";"8";"2";"6";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"1";"2";"11";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"2";"0";"13";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"3";"5";"8";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"4";"13";"0";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"5";"10";"3";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"6";"5";"8";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"7";"11";"2";"Prova Objetiva";" - "
"EPR1AN-BRA - Algorítimos e Lógica de Programação";"8";"7";"6";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"1";"5";"7";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"2";"2";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"3";"1";"11";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"4";"5";"7";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"5";"7";"5";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"6";"3";"9";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"7";"9";"3";"Prova Objetiva";" - "
"EGM1AN-LVA - Algorítimos e Lógica de Programação";"8";"4";"8";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"1";"4";"6";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"2";"0";"10";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"3";"1";"9";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"4";"5";"5";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"5";"8";"2";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"6";"0";"10";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"7";"6";"4";"Prova Objetiva";" - "
"EGM1AN-LVB - Algorítimos e Lógica de Programação";"8";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"1";"2";"8";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"2";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"4";"5";"5";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"5";"6";"4";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"6";"3";"7";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"7";"4";"6";"Prova Objetiva";" - "
"ENC1AN-LVA - Algorítimos e Lógica de Programação";"8";"5";"5";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"1";"3";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"2";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"3";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"4";"7";"4";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"5";"9";"2";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"6";"3";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"7";"7";"4";"Prova Objetiva";" - "
"ENC1AN-LVB - Algorítimos e Lógica de Programação";"8";"2";"9";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"1";"1";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"2";"0";"6";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"3";"1";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"4";"4";"2";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"5";"3";"3";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"6";"1";"5";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"7";"2";"4";"Prova Objetiva";" - "
"ENC1AN-LVC - Algorítimos e Lógica de Programação";"8";"2";"4";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"1";"4";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"2";"2";"11";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"3";"4";"9";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"4";"5";"8";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"5";"8";"5";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"6";"5";"8";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"7";"6";"7";"Prova Objetiva";" - "
"EPR1AN-LVA - Algorítimos e Lógica de Programação";"8";"5";"8";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"1";"3";"4";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"2";"3";"4";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"3";"3";"4";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"4";"6";"1";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"5";"4";"3";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"6";"2";"5";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"7";"6";"1";"Prova Objetiva";" - "
"EAM1BN-RJA - Algoritmos e Técnicas de Programação Teórica";"8";"4";"3";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"1";"2";"8";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"2";"1";"9";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"3";"1";"9";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"4";"5";"5";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"5";"9";"1";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"7";"3";"7";"Prova Objetiva";" - "
"ECA1BN-RJA - Algoritmos e Técnicas de Programação";"8";"4";"6";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"1";"1";"4";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"2";"1";"4";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"3";"2";"3";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"4";"4";"1";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"5";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"6";"1";"4";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"7";"3";"2";"Prova Objetiva";" - "
"ECP1BN-RJA - Algoritmos e Técnicas de Programação";"8";"2";"3";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"1";"3";"4";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"2";"1";"6";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"3";"1";"6";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"4";"2";"5";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"5";"6";"1";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"6";"1";"6";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"7";"3";"4";"Prova Objetiva";" - "
"ENC1BN-RJA - Algoritmos e Técnicas de Programação";"8";"5";"2";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"1";"2";"6";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"2";"0";"8";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"3";"3";"5";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"4";"4";"4";"Prova Objetiva";" - "
"ENE1BN-RJA - Algoritmos e Técnicas de Programação";"5";"7";"1";"Prova Objetiva";" - "
