"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"7";"17";"2";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"8";"8";"11";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"1";"9";"10";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"2";"15";"4";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"3";"14";"5";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"4";"11";"8";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"5";"10";"9";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"6";"8";"11";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"7";"17";"2";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"8";"9";"10";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"1";"7";"17";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"2";"21";"3";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"3";"18";"6";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"4";"13";"11";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"5";"13";"11";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"6";"17";"7";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"7";"23";"1";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"8";"7";"17";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"1";"6";"19";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"2";"21";"4";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"3";"15";"10";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"4";"9";"16";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"5";"9";"16";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"6";"3";"22";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"7";"11";"14";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"8";"13";"12";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"1";"6";"19";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"2";"24";"1";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"3";"21";"4";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"4";"18";"7";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"5";"18";"7";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"6";"3";"22";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"7";"13";"12";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"8";"12";"13";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"1";"3";"6";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"2";"6";"3";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"3";"5";"4";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"4";"6";"3";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"5";"5";"4";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"6";"4";"5";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"7";"6";"3";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"8";"2";"7";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"1";"3";"4";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"2";"6";"1";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"3";"5";"2";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"4";"4";"3";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"5";"3";"4";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"6";"1";"6";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"7";"5";"2";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"8";"1";"6";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"1";"3";"6";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"2";"0";"9";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"3";"3";"6";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"4";"1";"8";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"5";"0";"9";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"6";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"7";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"8";"5";"4";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"1";"0";"7";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"2";"0";"7";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"3";"0";"7";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"4";"5";"2";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"5";"2";"5";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"6";"5";"2";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"7";"6";"1";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"8";"6";"1";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"1";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"2";"1";"10";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"3";"0";"11";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"4";"5";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"5";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"6";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"7";"3";"8";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"8";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"1";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"2";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"4";"4";"6";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"5";"1";"9";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"6";"5";"5";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"7";"4";"6";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"8";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"1";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"2";"1";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"3";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"4";"0";"9";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"5";"0";"9";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"6";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"7";"2";"7";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"8";"6";"3";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"1";"4";"9";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"2";"1";"12";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"3";"4";"9";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"4";"5";"8";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"5";"3";"10";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"6";"9";"4";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"7";"4";"9";"Prova Objetiva";" - "
"ENC1AN-BRA - Química Geral e Inorgânica";"8";"7";"6";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"1";"19";"0";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"2";"19";"0";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"3";"17";"2";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"4";"18";"1";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"5";"16";"3";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"6";"11";"8";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"7";"15";"4";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"8";"18";"1";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"1";"22";"0";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"2";"21";"1";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"3";"18";"4";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"4";"17";"5";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"5";"17";"5";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"6";"7";"15";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"7";"16";"6";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"8";"18";"4";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"1";"15";"1";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"2";"14";"2";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"3";"16";"0";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"4";"15";"1";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"5";"14";"2";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"6";"9";"7";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"7";"13";"3";"Prova Objetiva";" - "
"ENC1AN-RJB - Introdução à Engenharia Civil ";"8";"14";"2";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"1";"18";"0";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"2";"18";"0";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"3";"17";"1";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"4";"14";"4";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"5";"16";"2";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"6";"9";"9";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"7";"14";"4";"Prova Objetiva";" - "
"ENC1AN-BRC - Introdução à Engenharia Civil ";"8";"15";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"1";"15";"1";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"2";"15";"1";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"3";"12";"4";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"4";"14";"2";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"5";"15";"1";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"6";"6";"10";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"7";"13";"3";"Prova Objetiva";" - "
"ENC1AN-BRD - Introdução à Engenharia Civil ";"8";"14";"2";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"1";"7";"15";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"2";"0";"22";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"3";"3";"19";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"4";"0";"22";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"5";"0";"22";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"6";"10";"12";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"7";"0";"22";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"8";"1";"21";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"1";"16";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"2";"11";"12";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"3";"16";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"4";"18";"5";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"5";"23";"0";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"6";"1";"22";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"7";"11";"12";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"8";"16";"7";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"1";"4";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"2";"7";"6";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"3";"4";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"4";"1";"12";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"5";"5";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"6";"4";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"7";"8";"5";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"8";"5";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"1";"4";"20";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"2";"16";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"3";"10";"14";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"4";"17";"7";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"5";"15";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"6";"16";"8";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"7";"9";"15";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"8";"18";"6";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"1";"3";"6";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"2";"6";"3";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"3";"4";"5";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"4";"4";"5";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"5";"2";"7";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"6";"7";"2";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"7";"2";"7";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"8";"7";"2";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"1";"1";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"2";"5";"0";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"3";"1";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"4";"1";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"5";"2";"3";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"6";"1";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"7";"1";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"8";"3";"2";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"1";"1";"18";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"2";"17";"2";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"3";"14";"5";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"4";"13";"6";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"5";"8";"11";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"6";"5";"14";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"7";"11";"8";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"8";"10";"9";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"1";"5";"7";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"2";"4";"8";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"3";"11";"1";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"4";"5";"7";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"5";"8";"4";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"6";"10";"2";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"7";"5";"7";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"8";"2";"10";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"1";"3";"9";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"2";"1";"11";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"3";"9";"3";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"4";"4";"8";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"5";"2";"10";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"6";"10";"2";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"7";"8";"4";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"8";"3";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"1";"0";"11";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"2";"4";"7";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"3";"8";"3";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"4";"2";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"5";"2";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"6";"11";"0";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"7";"2";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"8";"2";"9";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"1";"3";"7";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"2";"2";"8";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"3";"8";"2";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"4";"4";"6";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"5";"2";"8";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"6";"6";"4";"Prova Objetiva";" - "
