"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"ECP1AN-RJA - Introdução à Engenharia de Computação";"4";"11";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Introdução à Engenharia de Computação";"5";"11";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Introdução à Engenharia de Computação";"6";"12";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Introdução à Engenharia de Computação";"7";"11";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Introdução à Engenharia de Computação";"8";"3";"15";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"1";"13";"3";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"2";"13";"3";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"3";"14";"2";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"4";"5";"11";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"5";"4";"12";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"6";"5";"11";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"7";"8";"8";"Prova Objetiva";" - "
"EGM1AN-BRA - Introdução à Engenharia Mecânica";"8";"13";"3";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"1";"14";"5";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"2";"11";"8";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"3";"14";"5";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"4";"11";"8";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"5";"10";"9";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"6";"12";"7";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"7";"8";"11";"Prova Objetiva";" - "
"EGM1AN-BRB - Introdução à Engenharia Mecânica";"8";"12";"7";"Prova Objetiva";" - "
"EPR1AN-BRA - Introdução à Engenharia de Produção";"1";"28";"0";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"2";"24";"4";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"3";"24";"4";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"4";"10";"18";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"5";"8";"20";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"6";"22";"6";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"7";"19";"9";"Prova Objetiva";"Espanhol"
"EPR1AN-BRA - Introdução à Engenharia de Produção";"8";"19";"9";"Prova Objetiva";"Espanhol"
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"1";"13";"13";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"2";"9";"17";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"3";"19";"7";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"4";"9";"17";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"5";"20";"6";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"6";"13";"13";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"7";"4";"22";"Prova Objetiva";" - "
"EGM1AN-LVA - Introdução à Engenharia Mecânica ";"8";"23";"3";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"1";"16";"6";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"2";"3";"19";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"3";"12";"10";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"4";"14";"8";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"5";"8";"14";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"6";"14";"8";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"7";"2";"20";"Prova Objetiva";" - "
"EPR1AN-LVA - Introdução à Engenharia de Produção";"8";"12";"10";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"1";"5";"3";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"2";"2";"6";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"3";"4";"4";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"4";"3";"5";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"5";"4";"4";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"6";"3";"5";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"7";"1";"7";"Prova Objetiva";" - "
"EAM1AM-RJA - Química Geral e Inorgânica";"8";"2";"6";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"1";"5";"2";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"2";"4";"3";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"3";"2";"5";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"4";"1";"6";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"5";"1";"6";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"6";"4";"3";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"7";"1";"6";"Prova Objetiva";" - "
"ECA1AM-RJA - Química Geral e Inorgânica";"8";"2";"5";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"1";"9";"1";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"2";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"3";"4";"6";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"4";"2";"8";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"5";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"6";"2";"8";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"7";"9";"1";"Prova Objetiva";" - "
"EGM1AN-RJA - Química Geral e Inorgânica";"8";"4";"6";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"1";"6";"4";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"2";"4";"6";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"3";"0";"10";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"4";"3";"7";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"5";"1";"9";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"6";"1";"9";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"7";"7";"3";"Prova Objetiva";" - "
"EGM1AN-RJB - Química Geral e Inorgânica";"8";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"1";"11";"1";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"2";"6";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"3";"6";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"4";"1";"11";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"5";"6";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"6";"3";"9";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"7";"6";"6";"Prova Objetiva";" - "
"ENC1AN-RJA - Química Geral e Inorgânica ";"8";"8";"4";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"1";"10";"1";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"2";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"3";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"4";"1";"10";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"5";"8";"3";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"6";"0";"11";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"7";"3";"8";"Prova Objetiva";" - "
"ENC1AN-RJB - Química Geral e Inorgânica";"8";"5";"6";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"1";"6";"3";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"2";"1";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"3";"3";"6";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"4";"1";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"5";"4";"5";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"6";"1";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"7";"1";"8";"Prova Objetiva";" - "
"ENC1AN-RJE - Química Geral e Inorgânica";"8";"6";"3";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"1";"16";"4";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"2";"17";"3";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"3";"18";"2";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"4";"19";"1";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"5";"16";"4";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"6";"18";"2";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"7";"6";"14";"Prova Objetiva";" - "
"ENC1AM-RJA - Introdução à Engenharia Civil ";"8";"20";"0";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"1";"14";"7";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"2";"19";"2";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"3";"19";"2";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"4";"18";"3";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"5";"14";"7";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"6";"18";"3";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"7";"4";"17";"Prova Objetiva";" - "
"ENC1AM-RJB - Introdução à Engenharia Civil ";"8";"20";"1";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"1";"5";"16";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"2";"0";"21";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"3";"20";"1";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"4";"0";"21";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"5";"0";"21";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"6";"1";"20";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"7";"8";"13";"Prova Objetiva";" - "
"ENC1AN-LVA - Introdução à Engenharia Civil ";"8";"3";"18";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"1";"15";"8";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"2";"20";"3";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"3";"22";"1";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"4";"20";"3";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"5";"16";"7";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"6";"1";"22";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"7";"11";"12";"Prova Objetiva";" - "
"ENC1AN-LVB - Introdução à Engenharia Civil ";"8";"11";"12";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"1";"9";"5";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"2";"5";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"3";"1";"13";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"4";"4";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"5";"3";"11";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"6";"3";"11";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"7";"1";"13";"Prova Objetiva";" - "
"EPR1AN-RJA - Cálculo Diferencial";"8";"4";"10";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"1";"6";"18";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"2";"13";"11";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"3";"7";"17";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"4";"4";"20";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"5";"18";"6";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"6";"8";"16";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"7";"15";"9";"Prova Objetiva";" - "
"EPR1AN-RJA - Introdução à Engenharia de Produção";"8";"19";"5";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"1";"7";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"2";"5";"6";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"3";"6";"5";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"4";"3";"8";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"5";"9";"2";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"6";"3";"8";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"7";"1";"10";"Prova Objetiva";" - "
"EPR1BN-RJA - Física - Eletricidade - Raja";"8";"7";"4";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"1";"4";"1";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"2";"2";"3";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"3";"3";"2";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"4";"0";"5";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"5";"0";"5";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"6";"5";"0";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"7";"4";"1";"Prova Objetiva";" - "
"EPR1BN-RJA - Cálculo - Barreiro";"8";"3";"2";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"1";"6";"13";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"2";"6";"13";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"3";"12";"7";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"4";"10";"9";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"5";"16";"3";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"6";"9";"10";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"7";"5";"14";"Prova Objetiva";" - "
"EGM1AN-LVB - Introdução à Engenharia Mecânica";"8";"18";"1";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"1";"2";"13";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"2";"2";"13";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"3";"8";"7";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"4";"4";"11";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"5";"2";"13";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"6";"2";"13";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"7";"8";"7";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"8";"3";"12";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"1";"0";"10";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"2";"2";"8";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"3";"8";"2";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"4";"1";"9";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"5";"3";"7";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"6";"1";"9";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"7";"7";"3";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"8";"3";"7";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"1";"3";"7";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"2";"1";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"3";"7";"3";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"4";"3";"7";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"5";"1";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"6";"2";"8";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"7";"7";"3";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"8";"5";"5";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"1";"0";"10";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"2";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"3";"3";"7";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"4";"0";"10";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"5";"1";"9";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"7";"7";"3";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"8";"2";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"1";"0";"12";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"2";"3";"9";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"3";"9";"3";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"4";"5";"7";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"5";"4";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"6";"3";"9";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"7";"8";"4";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"8";"6";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"1";"2";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"2";"1";"7";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"3";"5";"3";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"4";"1";"7";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"5";"2";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"6";"2";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"7";"1";"7";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"8";"2";"6";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"1";"6";"6";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"2";"3";"9";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"3";"4";"8";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"4";"4";"8";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"5";"3";"9";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"6";"3";"9";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"7";"4";"8";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"8";"5";"7";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"1";"4";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"2";"4";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"3";"7";"3";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"4";"3";"7";"Prova Objetiva";" - "
